PPM , 1.135 , 7.878 , 50.485 , 22.697 , 57.454 , 27.459 , 09-03-2021 08:05:53
PPM , 1.138 , 7.974 , 51.669 , 22.560 , 57.117 , 27.259 , 09-03-2021 08:06:03
PPM , 1.135 , 7.864 , 50.322 , 22.793 , 57.501 , 27.600 , 09-03-2021 08:06:12
PPM , 1.137 , 8.006 , 52.060 , 22.314 , 57.056 , 26.901 , 09-03-2021 08:06:21
PPM , 1.138 , 7.988 , 51.836 , 22.849 , 57.670 , 27.681 , 09-03-2021 08:06:31
PPM , 1.130 , 7.786 , 49.380 , 22.355 , 56.964 , 26.960 , 09-03-2021 08:06:40
PPM , 1.136 , 7.963 , 51.530 , 22.835 , 57.686 , 27.660 , 09-03-2021 08:06:50
PPM , 1.134 , 7.889 , 50.621 , 22.395 , 56.827 , 27.020 , 09-03-2021 08:06:59
PPM , 1.134 , 7.898 , 50.731 , 22.436 , 56.888 , 27.079 , 09-03-2021 08:07:09
PPM , 1.136 , 7.898 , 50.731 , 22.546 , 56.858 , 27.239 , 09-03-2021 08:07:18
PPM , 1.131 , 7.696 , 48.298 , 22.546 , 56.675 , 27.239 , 09-03-2021 08:07:28
PPM , 1.135 , 7.826 , 49.862 , 22.138 , 55.758 , 26.645 , 09-03-2021 08:07:37
PPM , 1.136 , 7.844 , 50.078 , 23.407 , 57.701 , 28.498 , 09-03-2021 08:07:46
PPM , 1.171 , 9.135 , 66.888 , 35.273 , 75.530 , 46.729 , 09-03-2021 08:07:56
PPM , 1.152 , 8.689 , 60.826 , 25.276 , 64.226 , 31.264 , 09-03-2021 08:08:06
PPM , 1.148 , 8.266 , 55.322 , 25.068 , 62.110 , 30.954 , 09-03-2021 08:08:15
PPM , 1.149 , 8.273 , 55.411 , 24.554 , 61.844 , 30.190 , 09-03-2021 08:08:25
PPM , 1.150 , 8.206 , 54.554 , 24.597 , 61.366 , 30.255 , 09-03-2021 08:08:34
PPM , 1.145 , 8.024 , 52.285 , 24.249 , 61.103 , 29.738 , 09-03-2021 08:08:44
PPM , 1.150 , 8.141 , 53.739 , 24.307 , 60.826 , 29.824 , 09-03-2021 08:08:53
PPM , 1.146 , 8.038 , 52.454 , 23.990 , 60.339 , 29.356 , 09-03-2021 08:09:03
PPM , 1.146 , 8.070 , 52.851 , 23.818 , 60.033 , 29.103 , 09-03-2021 08:09:12
PPM , 1.148 , 8.020 , 52.228 , 23.477 , 60.001 , 28.602 , 09-03-2021 08:09:22
PPM , 1.145 , 7.943 , 51.281 , 23.676 , 59.937 , 28.893 , 09-03-2021 08:09:31
PPM , 1.146 , 7.934 , 51.170 , 23.407 , 59.537 , 28.498 , 09-03-2021 08:09:41
PPM , 1.147 , 7.902 , 50.785 , 23.548 , 59.617 , 28.706 , 09-03-2021 08:09:50
PPM , 1.142 , 7.811 , 49.674 , 22.960 , 58.619 , 27.843 , 09-03-2021 08:10:00
PPM , 1.146 , 7.833 , 49.943 , 23.281 , 58.950 , 28.313 , 09-03-2021 08:10:09
PPM , 1.143 , 7.718 , 48.560 , 23.253 , 58.982 , 28.272 , 09-03-2021 08:10:19
PPM , 1.143 , 7.764 , 49.114 , 23.267 , 58.887 , 28.292 , 09-03-2021 08:10:28
PPM , 1.145 , 7.696 , 48.298 , 22.946 , 57.964 , 27.822 , 09-03-2021 08:10:38
PPM , 1.142 , 7.685 , 48.168 , 23.492 , 58.919 , 28.623 , 09-03-2021 08:10:47
PPM , 1.145 , 7.749 , 48.929 , 23.309 , 58.871 , 28.354 , 09-03-2021 08:10:57
PPM , 1.140 , 7.624 , 47.444 , 23.169 , 58.541 , 28.148 , 09-03-2021 08:11:06
PPM , 1.139 , 7.659 , 47.856 , 22.697 , 57.701 , 27.459 , 09-03-2021 08:11:16
PPM , 1.142 , 7.689 , 48.220 , 22.876 , 58.182 , 27.721 , 09-03-2021 08:11:25
PPM , 1.139 , 7.631 , 47.521 , 22.904 , 57.902 , 27.761 , 09-03-2021 08:11:35
PPM , 1.137 , 7.585 , 46.984 , 22.560 , 57.347 , 27.259 , 09-03-2021 08:11:44
PPM , 1.139 , 7.555 , 46.629 , 22.450 , 57.010 , 27.099 , 09-03-2021 08:11:54
PPM , 1.134 , 7.510 , 46.101 , 22.423 , 57.194 , 27.060 , 09-03-2021 08:12:04
PPM , 1.138 , 7.579 , 46.907 , 22.464 , 57.332 , 27.119 , 09-03-2021 08:12:13
PPM , 1.135 , 7.471 , 45.654 , 22.573 , 57.439 , 27.279 , 09-03-2021 08:12:23
PPM , 1.134 , 7.518 , 46.201 , 22.070 , 56.343 , 26.547 , 09-03-2021 08:12:32
PPM , 1.136 , 7.495 , 45.927 , 22.436 , 56.949 , 27.079 , 09-03-2021 08:12:41
PPM , 1.134 , 7.465 , 45.580 , 22.436 , 57.041 , 27.079 , 09-03-2021 08:12:51
PPM , 1.135 , 7.514 , 46.151 , 22.246 , 56.904 , 26.802 , 09-03-2021 08:13:00
PPM , 1.134 , 7.480 , 45.753 , 22.138 , 56.222 , 26.645 , 09-03-2021 08:13:10
PPM , 1.133 , 7.493 , 45.902 , 22.165 , 56.554 , 26.684 , 09-03-2021 08:13:19
PPM , 1.136 , 7.555 , 46.629 , 22.355 , 56.964 , 26.960 , 09-03-2021 08:13:29
PPM , 1.132 , 7.359 , 44.359 , 22.056 , 56.509 , 26.527 , 09-03-2021 08:13:38
PPM , 1.135 , 7.442 , 45.308 , 22.436 , 56.524 , 27.079 , 09-03-2021 08:13:48
PPM , 1.138 , 7.463 , 45.555 , 22.711 , 57.316 , 27.479 , 09-03-2021 08:13:57
PPM , 1.134 , 7.397 , 44.795 , 22.573 , 57.041 , 27.279 , 09-03-2021 08:14:07
PPM , 1.138 , 7.433 , 45.210 , 22.587 , 57.163 , 27.299 , 09-03-2021 08:14:16
PPM , 1.136 , 7.361 , 44.383 , 22.835 , 57.071 , 27.660 , 09-03-2021 08:14:26
PPM , 1.136 , 7.408 , 44.917 , 22.560 , 56.843 , 27.259 , 09-03-2021 08:14:36
PPM , 1.138 , 7.361 , 44.383 , 23.001 , 57.347 , 27.904 , 09-03-2021 08:14:45
PPM , 1.133 , 7.242 , 43.029 , 22.395 , 56.827 , 27.020 , 09-03-2021 08:14:55
PPM , 1.136 , 7.353 , 44.287 , 22.436 , 56.403 , 27.079 , 09-03-2021 08:15:04
PPM , 1.136 , 7.255 , 43.170 , 22.477 , 56.645 , 27.139 , 09-03-2021 08:15:13
PPM , 1.131 , 7.263 , 43.264 , 22.327 , 56.313 , 26.921 , 09-03-2021 08:15:23
PPM , 1.136 , 7.244 , 43.053 , 22.097 , 56.057 , 26.586 , 09-03-2021 08:15:32
PPM , 1.129 , 7.178 , 42.309 , 22.165 , 56.012 , 26.684 , 09-03-2021 08:15:42
PPM , 1.133 , 7.275 , 43.405 , 22.070 , 56.087 , 26.547 , 09-03-2021 08:15:51
PPM , 1.131 , 7.209 , 42.656 , 22.030 , 55.967 , 26.488 , 09-03-2021 08:16:01
PPM , 1.127 , 7.164 , 42.148 , 21.509 , 54.928 , 25.735 , 09-03-2021 08:16:11
PPM , 1.131 , 7.230 , 42.889 , 21.895 , 55.787 , 26.294 , 09-03-2021 08:16:20
PPM , 1.130 , 7.149 , 41.988 , 21.962 , 55.817 , 26.391 , 09-03-2021 08:16:30
